id,fullDate,year,month,day,time,descrip,district,nhood,address,street
1988,12jan2008,2008,1,12,1237,HOMICIDE,7,50,5738,TERRY AVE
2712,17jan2008,2008,1,17,400,HOMICIDE,7,48,5356,PAGE BLVD
3276,20jan2008,2008,1,20,2119,HOMICIDE,7,50,5826,ROOSEVELT PL
3400,21jan2008,2008,1,21,1738,HOMICIDE,1,16,3859,OHIO AVE
4689,30jan2008,2008,1,30,1534,HOMICIDE,8,0,4100,SAINT LOUIS AVE
4722,30jan2008,2008,1,30,1919,HOMICIDE,8,55,2418,N EUCLID AVE
5567,04feb2008,2008,2,4,1745,HOMICIDE,9,29,1646,S 39TH ST
6258,09feb2008,2008,2,9,1730,HOMICIDE,7,48,5617,ENRIGHT AVE
6295,09feb2008,2008,2,9,2259,HOMICIDE,6,71,5001,N KINGSHIGHWAY BLVD
6513,11feb2008,2008,2,11,2150,HOMICIDE,4,61,1500,CASS AVE
6634,12feb2008,2008,2,12,2224,HOMICIDE,4,36,1411,LOCUST ST
7203,16feb2008,2008,2,16,1651,HOMICIDE,8,55,4769,NORTHLAND AVE
7890,21feb2008,2008,2,21,2035,HOMICIDE,7,50,5889,LOTUS AVE
7929,22feb2008,2008,2,22,1044,HOMICIDE,6,68,4104,W LEE AVE
8064,23feb2008,2008,2,23,602,HOMICIDE,6,73,8527,TARA LN
8323,25feb2008,2008,2,25,1140,HOMICIDE,1,16,4734,S GRAND BLVD
8390,25feb2008,2008,2,25,2011,HOMICIDE,7,52,5241,LOTUS AVE
8391,25feb2008,2008,2,25,2025,HOMICIDE,6,71,4986,ROSALIE ST
8566,27feb2008,2008,2,27,205,HOMICIDE,7,50,5865,LOTUS AVE
8833,28feb2008,2008,2,28,1934,HOMICIDE,6,70,5957,FERRIS AVE
9522,02mar2008,2008,3,2,1800,HOMICIDE,0,0,4428,VISTA AVE
10089,06mar2008,2008,3,6,2300,HOMICIDE,7,46,5726,WATERMAN BLVD
10123,07mar2008,2008,3,7,450,HOMICIDE,6,69,4448,FARLIN AVE
10576,10mar2008,2008,3,10,1,HOMICIDE,6,68,4462,CLARENCE AVE
10581,10mar2008,2008,3,10,45,HOMICIDE,3,19,3724,MINNESOTA AVE
10839,11mar2008,2008,3,11,1535,HOMICIDE,6,68,4275,W CARTER AVE
11906,17mar2008,2008,3,17,1823,HOMICIDE,9,38,4990,CHILDRENS PL
14721,02apr2008,2008,4,2,1550,HOMICIDE,0,0,4947,ALCOTT AVE
15782,09apr2008,2008,4,9,120,HOMICIDE,8,58,4240,ENRIGHT AVE
16045,10apr2008,2008,4,10,1700,HOMICIDE,1,1,5232,LOUISIANA AVE
16790,14apr2008,2008,4,14,1900,HOMICIDE,8,56,3933,LABADIE AVE
16997,15apr2008,2008,4,15,2050,HOMICIDE,8,56,2500,CORA AVE
17334,17apr2008,2008,4,17,1730,HOMICIDE,4,36,1635,WASHINGTON AVE
17399,18apr2008,2008,4,18,20,HOMICIDE,7,51,5096,MINERVA AVE
17620,19apr2008,2008,4,19,244,HOMICIDE,6,68,4210,W SAN FRANCISCO AVE
17621,19apr2008,2008,4,19,244,HOMICIDE,6,68,4210,W SAN FRANCISCO AVE
17622,19apr2008,2008,4,19,244,HOMICIDE,6,68,4210,W SAN FRANCISCO AVE
17649,19apr2008,2008,4,19,1111,HOMICIDE,4,35,5,CARR ST
17972,21apr2008,2008,4,21,310,HOMICIDE,9,28,1027,S VANDEVENTER AVE
17973,21apr2008,2008,4,21,310,HOMICIDE,9,28,1027,S VANDEVENTER AVE
18520,23apr2008,2008,4,23,2310,HOMICIDE,7,50,5673,ASHLAND AVE
18706,25apr2008,2008,4,25,120,HOMICIDE,2,42,1515,HAMPTON AVE
19614,30apr2008,2008,4,30,2150,HOMICIDE,7,78,5353,WELLS AVE
20424,04may2008,2008,5,4,200,HOMICIDE,6,71,5402,ARLINGTON AVE
20509,04may2008,2008,5,4,1635,HOMICIDE,6,68,4233,W NATURAL BRIDGE AVE
21267,09may2008,2008,5,9,33,HOMICIDE,9,59,3051,THOMAS ST
21475,10may2008,2008,5,10,250,HOMICIDE,6,74,1199,RIVERVIEW BLVD
21476,10may2008,2008,5,10,250,HOMICIDE,6,74,1199,RIVERVIEW BLVD
21810,12may2008,2008,5,12,1230,HOMICIDE,4,63,1120,HOWARD ST
21811,12may2008,2008,5,12,1230,HOMICIDE,4,63,1120,HOWARD ST
21812,12may2008,2008,5,12,1245,HOMICIDE,5,67,4246,GANO AVE
21813,12may2008,2008,5,12,1245,HOMICIDE,5,67,4246,GANO AVE
21863,12may2008,2008,5,12,1911,HOMICIDE,5,67,4145,N GRAND BLVD
25441,16may2008,2008,5,16,1415,HOMICIDE,4,62,1211,N 7TH ST
22981,18may2008,2008,5,18,2205,HOMICIDE,5,59,3507,DODIER ST
23109,19may2008,2008,5,19,1625,HOMICIDE,6,72,5546,RIVERVIEW BLVD
23333,20may2008,2008,5,20,2150,HOMICIDE,6,76,5727,ERA AVE
23963,23may2008,2008,5,23,2250,HOMICIDE,9,59,1923,PRAIRIE AVE
23969,23may2008,2008,5,23,2325,HOMICIDE,8,55,4744,NORTHLAND AVE
25164,30may2008,2008,5,30,2010,HOMICIDE,3,23,2329,ANN AVE
25819,01jun2008,2008,6,1,2048,HOMICIDE,5,59,3520,NATURAL BRIDGE AVE
26008,02jun2008,2008,6,2,2018,HOMICIDE,6,71,5211,N EUCLID AVE
26628,06jun2008,2008,6,6,301,HOMICIDE,7,78,1449,ARLINGTON AVE
26955,07jun2008,2008,6,7,2145,HOMICIDE,5,65,4028,N 23RD ST
27064,08jun2008,2008,6,8,1216,HOMICIDE,3,30,3171,MINNESOTA AVE
27113,08jun2008,2008,6,8,1832,HOMICIDE,9,38,4900,BARNES JEWISH HOSPIT
27302,09jun2008,2008,6,9,1900,HOMICIDE,7,52,1515,N KINGSHIGHWAY BLVD
27376,10jun2008,2008,6,10,328,HOMICIDE,7,51,5133,CATES AVE
27381,10jun2008,2008,6,10,530,HOMICIDE,5,65,3921,N 25TH ST
27382,10jun2008,2008,6,10,530,HOMICIDE,5,65,3921,N 25TH ST
27647,11jun2008,2008,6,11,1610,HOMICIDE,6,71,4924,THEODORE AVE
28145,14jun2008,2008,6,14,209,HOMICIDE,3,19,3451,TEXAS AVE
28568,16jun2008,2008,6,16,1725,HOMICIDE,7,78,1456,BELT AVE
28968,19jun2008,2008,6,19,30,HOMICIDE,7,52,5143,NORTHLAND AVE
29086,19jun2008,2008,6,19,1800,HOMICIDE,6,69,4447,CATHERINE PL
29274,20jun2008,2008,6,20,1817,HOMICIDE,7,51,5116,PAGE BLVD
29643,22jun2008,2008,6,22,2024,HOMICIDE,6,76,5151,RIVERVIEW BLVD
30124,25jun2008,2008,6,25,1746,HOMICIDE,6,71,5043,CLAXTON AVE
30521,27jun2008,2008,6,27,2355,HOMICIDE,7,51,5126,RIDGE AVE
30721,28jun2008,2008,6,28,2302,HOMICIDE,6,69,4500,W FLORISSANT AVE
30793,29jun2008,2008,6,29,535,HOMICIDE,4,35,100,WASHINGTON AVE
30876,29jun2008,2008,6,29,2020,HOMICIDE,1,1,5226,LOUISIANA AVE
30883,29jun2008,2008,6,29,2152,HOMICIDE,6,76,6034,LUCILLE AVE
31005,30jun2008,2008,6,30,2023,HOMICIDE,7,78,5900,WELLS AVE
31515,01jul2008,2008,7,1,1951,HOMICIDE,6,72,5253,EMERSON AVE
31776,03jul2008,2008,7,3,450,HOMICIDE,6,74,9143,EDNA ST
32313,06jul2008,2008,7,6,314,HOMICIDE,7,50,5728,WABADA AVE
33032,10jul2008,2008,7,10,340,HOMICIDE,9,59,2712,HOWARD ST
34082,15jul2008,2008,7,15,1440,HOMICIDE,8,55,4757,DR MARTIN LUTHER KIN
35102,21jul2008,2008,7,21,145,HOMICIDE,3,15,4381,CHIPPEWA ST
35281,21jul2008,2008,7,21,2307,HOMICIDE,3,27,3938,BOTANICAL AVE
35486,22jul2008,2008,7,22,2227,HOMICIDE,8,56,4004,LABADIE AVE
35509,23jul2008,2008,7,23,58,HOMICIDE,7,78,1368,BURD AVE
36202,26jul2008,2008,7,26,1857,HOMICIDE,5,67,4130,GROVE ST
36284,27jul2008,2008,7,27,150,HOMICIDE,5,66,1521,E JOHN AVE
37909,03aug2008,2008,8,3,15,HOMICIDE,5,67,3842,LEE AVE
37981,03aug2008,2008,8,3,1300,HOMICIDE,9,59,3035,JAMES COOL PAPA BELL
38268,04aug2008,2008,8,4,2345,HOMICIDE,6,74,710,DODDRIDGE ST
38424,05aug2008,2008,8,5,2150,HOMICIDE,6,74,8233,CHURCH RD
38640,06aug2008,2008,8,6,2327,HOMICIDE,1,1,625,FILLMORE ST
38659,07aug2008,2008,8,7,140,HOMICIDE,9,59,1822,N GRAND BLVD
38836,08aug2008,2008,8,8,8,HOMICIDE,1,16,2920,KEOKUK ST
39076,09aug2008,2008,8,9,357,HOMICIDE,3,30,3117,IOWA AVE
39197,09aug2008,2008,8,9,2135,HOMICIDE,6,69,4026,DRYDEN AVE
39959,14aug2008,2008,8,14,233,HOMICIDE,6,72,0,HENNER AVE / BIRCHER
40539,17aug2008,2008,8,17,25,HOMICIDE,6,71,5031,ARLINGTON AVE
40648,17aug2008,2008,8,17,1935,HOMICIDE,1,16,4026,S COMPTON AVE
41032,19aug2008,2008,8,19,2218,HOMICIDE,1,16,3917,LOUISIANA AVE
41392,21aug2008,2008,8,21,1953,HOMICIDE,5,68,4218,FAIR AVE
41816,23aug2008,2008,8,23,2253,HOMICIDE,7,48,947,BEACH AVE
42921,29aug2008,2008,8,29,2324,HOMICIDE,6,74,0,N BROADWAY / WALL ST
43136,31aug2008,2008,8,31,41,HOMICIDE,1,4,3720,FRENCH AVE
43155,31aug2008,2008,8,31,155,HOMICIDE,9,59,3127,BRANTNER PL
43638,31aug2008,2008,8,31,2309,HOMICIDE,3,19,3546,GRAVOIS AVE
43650,01sep2008,2008,9,1,43,HOMICIDE,6,73,1621,MCLARAN AVE
43795,01sep2008,2008,9,1,1936,HOMICIDE,6,73,5956,ERA AVE
43827,01sep2008,2008,9,1,2150,HOMICIDE,3,22,2219,ARSENAL ST
43857,02sep2008,2008,9,2,20,HOMICIDE,8,56,4130,W NATURAL BRIDGE AVE
44219,03sep2008,2008,9,3,2232,HOMICIDE,6,71,5335,RUSKIN AVE
44720,06sep2008,2008,9,6,1500,HOMICIDE,6,74,434,CHRISTIAN AVE
44822,06sep2008,2008,9,6,2215,HOMICIDE,8,56,3949,COTE BRILLIANTE AVE
44883,07sep2008,2008,9,7,125,HOMICIDE,1,16,3635,ALBERTA ST
44915,07sep2008,2008,9,7,630,HOMICIDE,5,59,2800,N GARRISON AVE
45350,09sep2008,2008,9,9,1150,HOMICIDE,6,70,6016,GRIMSHAW AVE
46919,16sep2008,2008,9,16,2005,HOMICIDE,4,33,1508,LASALLE LN
47144,17sep2008,2008,9,17,2220,HOMICIDE,4,34,1210,S 6TH ST
47578,19sep2008,2008,9,19,2250,HOMICIDE,8,57,1721,BELLE GLADE AVE
47784,20sep2008,2008,9,20,2157,HOMICIDE,5,65,4105,N 20TH ST
48477,24sep2008,2008,9,24,2038,HOMICIDE,5,66,4813,N 20TH ST
48536,25sep2008,2008,9,25,207,HOMICIDE,5,66,4813,N 20TH ST
48991,27sep2008,2008,9,27,600,HOMICIDE,5,66,2025,E GRAND BLVD
49014,27sep2008,2008,9,27,1155,HOMICIDE,6,71,5038,THEKLA AVE
49024,27sep2008,2008,9,27,1258,HOMICIDE,6,76,5722,PAMPLIN PL
50052,01oct2008,2008,10,1,1947,HOMICIDE,9,29,1601,S SPRING AVE
50087,02oct2008,2008,10,2,20,HOMICIDE,7,51,5001,PAGE BLVD
50404,03oct2008,2008,10,3,2239,HOMICIDE,9,59,2815,GAMBLE ST
51409,09oct2008,2008,10,9,1943,HOMICIDE,7,50,3447,UNION BLVD
51621,10oct2008,2008,10,10,1934,HOMICIDE,9,38,4049,WEST PINE BLVD
51862,11oct2008,2008,10,11,2315,HOMICIDE,7,52,1602,ACADEMY AVE
52769,17oct2008,2008,10,17,228,HOMICIDE,5,59,3200,MONTGOMERY ST
53411,20oct2008,2008,10,20,2004,HOMICIDE,6,76,6313,LAURA AVE
53580,21oct2008,2008,10,21,2000,HOMICIDE,9,59,2807,THOMAS ST
53927,23oct2008,2008,10,23,1925,HOMICIDE,1,17,4501,MINNESOTA AVE
54432,26oct2008,2008,10,26,1220,HOMICIDE,5,59,2931,HEBERT ST
54915,29oct2008,2008,10,29,1636,HOMICIDE,7,48,5800,CABANNE AVE
116962,05nov2008,2008,11,5,245,HOMICIDE,9,59,1101,JEFFERSON
56424,05nov2008,2008,11,5,1705,HOMICIDE,6,75,10101,RIVERVIEW DR
56451,05nov2008,2008,11,5,1910,HOMICIDE,6,73,5926,ALPHA AVE
56512,06nov2008,2008,11,6,715,HOMICIDE,4,36,1501,MARKET ST
56680,07nov2008,2008,11,7,601,HOMICIDE,3,15,4169,PARKER AVE
56830,08nov2008,2008,11,8,700,HOMICIDE,2,12,2140,HAMPTON AVE
57299,11nov2008,2008,11,11,1800,HOMICIDE,6,69,4010,CORA AVE
57331,11nov2008,2008,11,11,2105,HOMICIDE,8,54,4737,MCMILLAN AVE
57692,14nov2008,2008,11,14,225,HOMICIDE,3,19,3319,POTOMAC ST
58030,16nov2008,2008,11,16,1347,HOMICIDE,3,25,3535,SIDNEY ST
58409,18nov2008,2008,11,18,2335,HOMICIDE,8,57,1508,WHITTIER ST
59554,25nov2008,2008,11,25,1725,HOMICIDE,8,55,2318,N EUCLID AVE
59599,25nov2008,2008,11,25,2105,HOMICIDE,8,58,3918,PAGE BLVD
60768,01dec2008,2008,12,1,1805,HOMICIDE,4,62,901,COLE ST
60795,01dec2008,2008,12,1,2200,HOMICIDE,7,52,3425,GERALDINE AVE
61441,05dec2008,2008,12,5,2043,HOMICIDE,8,57,1800,ANNIE MALONE DR
62444,12dec2008,2008,12,12,2147,HOMICIDE,7,50,5389,COTE BRILLIANTE AVE
62592,13dec2008,2008,12,13,1749,HOMICIDE,7,78,5302,DR MARTIN LUTHER KIN
62974,16dec2008,2008,12,16,2124,HOMICIDE,6,71,5424,GERALDINE AVE
62975,16dec2008,2008,12,16,2124,HOMICIDE,6,71,5424,GERALDINE AVE
63390,19dec2008,2008,12,19,2200,HOMICIDE,7,50,3417,SEMPLE AVE
64306,27dec2008,2008,12,27,1535,HOMICIDE,7,50,5746,GOODFELLOW PL
64426,28dec2008,2008,12,28,1350,HOMICIDE,6,68,4334,LEE AVE
66216,08jan2009,2009,1,8,2000,HOMICIDE,9,37,2942,LOCUST ST
66321,09jan2009,2009,1,9,1200,HOMICIDE,3,18,3604,SALENA ST
66700,11jan2009,2009,1,11,1830,HOMICIDE,7,50,3443,UNION BLVD
66701,11jan2009,2009,1,11,1830,HOMICIDE,7,50,3443,UNION BLVD
66841,12jan2009,2009,1,12,1750,HOMICIDE,1,16,3935,MINNESOTA AVE
69593,28jan2009,2009,1,28,930,HOMICIDE,3,15,4504,OLEATHA AVE
70602,07feb2009,2009,2,7,1739,HOMICIDE,6,72,4973,EMERSON AVE
70839,09feb2009,2009,2,9,957,HOMICIDE,3,19,3655,CALIFORNIA AVE
71463,13feb2009,2009,2,13,1526,HOMICIDE,8,55,4730,SAINT LOUIS AVE
72989,23feb2009,2009,2,23,2000,HOMICIDE,7,52,5146,TERRY AVE
72990,23feb2009,2009,2,23,2000,HOMICIDE,7,52,5146,TERRY AVE
73290,25feb2009,2009,2,25,2020,HOMICIDE,8,58,4112,PAGE BLVD
73291,25feb2009,2009,2,25,2020,HOMICIDE,8,58,4112,PAGE BLVD
73330,26feb2009,2009,2,26,13,HOMICIDE,7,50,1629,SEMPLE AVE
73472,27feb2009,2009,2,27,657,HOMICIDE,1,17,4518,MINNESOTA AVE
74293,03mar2009,2009,3,3,1620,HOMICIDE,6,74,8455,EDNA ST
75216,08mar2009,2009,3,8,2245,HOMICIDE,4,61,1717,COCHRAN PL
75379,10mar2009,2009,3,10,100,HOMICIDE,7,51,5014,MAPLE AVE
75755,12mar2009,2009,3,12,2000,HOMICIDE,3,30,3135,OREGON AVE
76611,17mar2009,2009,3,17,2057,HOMICIDE,5,59,3642,HEBERT ST
77057,20mar2009,2009,3,20,2000,HOMICIDE,1,16,4435,TENNESSEE AVE
77108,20mar2009,2009,3,20,2300,HOMICIDE,5,59,3018,N VANDEVENTER AVE
77824,25mar2009,2009,3,25,1900,HOMICIDE,7,50,5328,LOTUS AVE
77927,26mar2009,2009,3,26,1418,HOMICIDE,7,48,5441,PAGE BLVD
78409,29mar2009,2009,3,29,1739,HOMICIDE,7,48,6104,PAGE BLVD
79534,04apr2009,2009,4,4,10,HOMICIDE,5,68,4102,W FLORISSANT AVE
79693,04apr2009,2009,4,4,2300,HOMICIDE,6,72,4933,PLOVER AVE
79981,07apr2009,2009,4,7,350,HOMICIDE,5,59,2735,UNIVERSITY ST
80196,08apr2009,2009,4,8,1424,HOMICIDE,7,52,5212,HIGHLAND AVE
80224,08apr2009,2009,4,8,1757,HOMICIDE,8,55,4861,NORTHLAND AVE
80966,13apr2009,2009,4,13,2104,HOMICIDE,7,78,1435,AMHERST TER
82577,24apr2009,2009,4,24,145,HOMICIDE,5,60,2212,BENTON ST
83239,27apr2009,2009,4,27,2240,HOMICIDE,6,69,4611,NATURAL BRIDGE AVE
83968,01may2009,2009,5,1,100,HOMICIDE,5,60,2539,E DODIER ST
84301,03may2009,2009,5,3,45,HOMICIDE,1,2,750,E DAVIS ST
84436,04may2009,2009,5,4,22,HOMICIDE,5,64,3000,N BROADWAY
84560,04may2009,2009,5,4,1944,HOMICIDE,8,53,4907,FOUNTAIN AVE
85089,08may2009,2009,5,8,220,HOMICIDE,4,36,1820,MARKET ST
85090,08may2009,2009,5,8,220,HOMICIDE,4,36,1820,MARKET ST
85091,08may2009,2009,5,8,220,HOMICIDE,4,36,1820,MARKET ST
85178,08may2009,2009,5,8,1857,HOMICIDE,1,2,7427,S BROADWAY
85197,08may2009,2009,5,8,2021,HOMICIDE,8,53,1206,N KINGSHIGHWAY BLVD
86635,17may2009,2009,5,17,1640,HOMICIDE,3,30,3304,S COMPTON AVE
86647,17may2009,2009,5,17,1813,HOMICIDE,1,16,4002,PENNSYLVANIA AVE
86804,18may2009,2009,5,18,2050,HOMICIDE,8,54,1136,WALTON AVE
86932,19may2009,2009,5,19,1750,HOMICIDE,8,57,4261,W ALDINE AVE
87322,22may2009,2009,5,22,150,HOMICIDE,7,50,3336,ARLINGTON AVE
87411,22may2009,2009,5,22,1700,HOMICIDE,1,18,2200,ALBERTA ST
87643,23may2009,2009,5,23,1958,HOMICIDE,8,56,4141,SAINT LOUIS AVE
87996,25may2009,2009,5,25,2300,HOMICIDE,1,2,7320,VERMONT AVE
88116,26may2009,2009,5,26,1943,HOMICIDE,8,54,4730,NEWBERRY TER
89408,01jun2009,2009,6,1,2105,HOMICIDE,8,55,2725,MARCUS AVE
89409,01jun2009,2009,6,1,2120,HOMICIDE,7,50,5507,LABADIE AVE
89435,01jun2009,2009,6,1,2342,HOMICIDE,4,36,2000,MARKET ST
89436,01jun2009,2009,6,1,2342,HOMICIDE,4,36,2000,MARKET ST
111469,02jun2009,2009,6,2,200,HOMICIDE,5,66,4719,20TH
90995,11jun2009,2009,6,11,1030,HOMICIDE,3,24,2712,GEYER AVE
91675,15jun2009,2009,6,15,649,HOMICIDE,2,82,0,CITY: @KENNEDY FORES
91965,16jun2009,2009,6,16,2305,HOMICIDE,5,59,3852,KENNERLY AVE
92621,20jun2009,2009,6,20,2205,HOMICIDE,3,18,3700,KOSCIUSKO ST
92831,22jun2009,2009,6,22,223,HOMICIDE,5,68,4562,ADELAIDE AVE
93697,27jun2009,2009,6,27,545,HOMICIDE,5,65,1900,MALLINCKRODT ST
93843,27jun2009,2009,6,27,2327,HOMICIDE,7,50,5391,DR MARTIN LUTHER KIN
93976,28jun2009,2009,6,28,2235,HOMICIDE,4,61,1627,COLE ST
94600,01jul2009,2009,7,1,753,HOMICIDE,7,51,720,UNION BLVD
94992,03jul2009,2009,7,3,443,HOMICIDE,4,35,0,MEMORIAL DR / WASHIN
96373,10jul2009,2009,7,10,2331,HOMICIDE,5,65,1515,NEWHOUSE AVE
96399,11jul2009,2009,7,11,204,HOMICIDE,6,69,4673,MARGARETTA AVE
96517,11jul2009,2009,7,11,2004,HOMICIDE,3,30,2839,S JEFFERSON AVE
111481,13jul2009,2009,7,13,2020,HOMICIDE,6,71,5015,UNION
97407,16jul2009,2009,7,16,2315,HOMICIDE,6,74,840,WALL ST
97408,16jul2009,2009,7,16,2315,HOMICIDE,6,74,840,WALL ST
400562,17jul2009,2009,7,17,1030,HOMICIDE,5,50,5846,ELMBANK
97532,17jul2009,2009,7,17,1800,HOMICIDE,6,74,8606,CHURCH RD
99416,28jul2009,2009,7,28,728,HOMICIDE,7,52,5028,COTE BRILLIANTE AVE
99869,30jul2009,2009,7,30,2055,HOMICIDE,9,59,1820,N GRAND BLVD
100477,01aug2009,2009,8,1,1154,HOMICIDE,5,66,1124,LINTON AVE
101039,04aug2009,2009,8,4,1925,HOMICIDE,7,48,807,CLARA AVE
101424,06aug2009,2009,8,6,2105,HOMICIDE,7,51,5056,MINERVA AVE
102196,11aug2009,2009,8,11,16,HOMICIDE,6,69,4679,POPE AVE
102321,11aug2009,2009,8,11,2016,HOMICIDE,5,63,2817,HADLEY ST
102560,12aug2009,2009,8,12,2318,HOMICIDE,5,66,2022,E WARNE AVE
102970,15aug2009,2009,8,15,237,HOMICIDE,6,74,7820,N BROADWAY
103144,16aug2009,2009,8,16,145,HOMICIDE,7,50,3031,BELT AVE
103166,16aug2009,2009,8,16,520,HOMICIDE,4,34,622,CHOUTEAU AVE
103565,18aug2009,2009,8,18,2113,HOMICIDE,5,60,2609,RAUSCHENBACH AVE
103568,18aug2009,2009,8,18,2125,HOMICIDE,6,71,4945,THEODORE AVE
103750,19aug2009,2009,8,19,2026,HOMICIDE,7,48,5800,ETZEL AVE
104973,26aug2009,2009,8,26,2009,HOMICIDE,3,15,3759,CHIPPEWA ST
105382,28aug2009,2009,8,28,2314,HOMICIDE,5,65,4209,N 20TH ST
105544,29aug2009,2009,8,29,2142,HOMICIDE,6,71,5093,GERALDINE AVE
107258,07sep2009,2009,9,7,157,HOMICIDE,9,59,3639,CASS AVE
107565,08sep2009,2009,9,8,2002,HOMICIDE,9,59,3120,BELL AVE
107786,10sep2009,2009,9,10,134,HOMICIDE,5,59,3618,COTTAGE AVE
108131,11sep2009,2009,9,11,2327,HOMICIDE,7,78,1343,MONTCLAIR AVE
108253,12sep2009,2009,9,12,1755,HOMICIDE,6,70,5930,MCARTHUR AVE
108615,14sep2009,2009,9,14,1723,HOMICIDE,7,78,5838,ROMAINE PL
109151,17sep2009,2009,9,17,1332,HOMICIDE,8,53,4903,FOUNTAIN AVE
109258,18sep2009,2009,9,18,205,HOMICIDE,7,50,3326,ARLINGTON AVE
109282,18sep2009,2009,9,18,806,HOMICIDE,9,31,2839,PARK AVE
109343,18sep2009,2009,9,18,1540,HOMICIDE,8,56,3100,ROLLA PL
110005,22sep2009,2009,9,22,400,HOMICIDE,7,52,1716,UNION BLVD
111090,28sep2009,2009,9,28,1557,HOMICIDE,8,55,4873,SAINT LOUIS AVE
111396,30sep2009,2009,9,30,1825,HOMICIDE,4,33,1230,ST ANGE LN
112146,03oct2009,2009,10,3,1635,HOMICIDE,6,68,4340,LEE AVE
112398,04oct2009,2009,10,4,2236,HOMICIDE,5,66,4714,N 20TH ST
112418,05oct2009,2009,10,5,40,HOMICIDE,4,34,902,HICKORY ST
112536,05oct2009,2009,10,5,1935,HOMICIDE,6,70,6332,STRATFORD AVE
113530,11oct2009,2009,10,11,1819,HOMICIDE,7,50,5500,SAINT LOUIS AVE
113532,11oct2009,2009,10,11,1855,HOMICIDE,3,24,2621,ACCOMAC ST
113545,11oct2009,2009,10,11,2006,HOMICIDE,6,69,4115,N TAYLOR AVE
113567,11oct2009,2009,10,11,2105,HOMICIDE,9,31,3526,VISTA AVE
114045,14oct2009,2009,10,14,1530,HOMICIDE,8,57,1500,BILLUPS AVE
114314,16oct2009,2009,10,16,417,HOMICIDE,6,72,5217,ROBIN AVE
